Protein ID,Accession,Avg. Mass,Description,0 hr Protein Abundance,0.5 hr Protein Abundance,1 hr Protein Abundance,2 hr Protein Abundance,3 hr Protein Abundance,4 hr Protein Abundance,5 hr Protein Abundance,6 hr Protein Abundance,9 hr Protein Abundance,12 hr Protein Abundance,24 hr Protein Abundance,Cellular processes,Protein functions,Reactome pathways
3645,Q6NZN0|RBM26_MOUSE,114143,RNA-binding protein 26 OS=Mus musculus GN=Rbm26 PE=1 SV=2,19259000,18590000,22210000,17120000,19110000,23710000,20675000,135140000,17816000,18118000,25240000,"['mRNA processing', 'negative regulation of phosphatase activity', 'positive regulation of RNA export from nucleus']","['metal ion binding', 'mRNA binding']",[]
3405,Q9QZQ1|AFAD_MOUSE,206497,Afadin OS=Mus musculus GN=Afdn PE=1 SV=3,7590000,8021000,15040000,8810000,12600000,9620000,6036000,116739000,9577000,13154000,12380000,"['adherens junction maintenance', 'bicellular tight junction assembly', 'brain morphogenesis', 'cell-cell adhesion mediated by cadherin', 'cerebral cortex development', 'establishment of endothelial intestinal barrier', 'establishment of protein localization to plasma membrane', 'homeostasis of number of cells', 'negative regulation of cell migration', 'neuroepithelial cell differentiation', 'positive regulation of cell-cell adhesion', 'positive regulation of cell-cell adhesion mediated by cadherin', 'positive regulation of gene expression', 'positive regulation of GTPase activity', 'protein localization to cell junction', 'radial glial cell differentiation', 'regulation of oligodendrocyte progenitor proliferation', 'regulation of protein localization', 'signal transduction', 'telencephalon development']","['actin filament binding', 'cell adhesion molecule binding', 'LIM domain binding', 'Ras GTPase binding']",['Adherens junctions interactions']
3968,P50429|ARSB_MOUSE,59647,Arylsulfatase B OS=Mus musculus GN=Arsb PE=1 SV=3,89690000,126545000,131250000,121040000,106798000,81474000,99273000,1285470000,131997000,135463000,101404000,"['anterior head development', 'autophagy', 'central nervous system development', 'colon epithelial cell migration', 'positive regulation of neuron projection development', 'regulation of epithelial cell migration', 'response to estrogen', 'response to methylmercury', 'response to nutrient', 'response to pH']","['arylsulfatase activity', 'metal ion binding', 'N-acetylgalactosamine-4-sulfatase activity', 'sulfuric ester hydrolase activity']",[]
4165,Q91VN6|DDX41_MOUSE,69820,Probable ATP-dependent RNA helicase DDX41 OS=Mus musculus GN=Ddx41 PE=1 SV=2,5790000,15436000,10221000,8632000,14008600,6838000,8541000,116890000,9637000,4320000,4382000,"['cell differentiation', 'cell population proliferation', 'cellular response to interferon-beta', 'defense response to virus', 'mRNA splicing, via spliceosome', 'positive regulation of transcription by RNA polymerase II']","['ATP binding', 'DNA binding', 'helicase activity', 'metal ion binding', 'RNA binding']","['STING mediated induction of host immune responses', 'Regulation of innate immune responses to cytosolic DNA']"
5293,Q5SUF2|LC7L3_MOUSE,51450,Luc7-like protein 3 OS=Mus musculus GN=Luc7l3 PE=1 SV=1,71694000,74997000,76423000,72407000,91760000,66916000,72652000,814000000,79600000,78238000,67778000,"['mRNA splice site selection', 'RNA splicing']","['DNA binding', 'mRNA binding']",[]
4136,P01027|CO3_MOUSE,186483,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3,23548000,15799000,18580000,17178000,21249000,11193000,12931000,218500000,15811000,16764000,18765000,"['amyloid-beta clearance', 'blood coagulation', 'cell surface receptor signaling pathway involved in cell-cell signaling', 'complement activation', 'complement activation, alternative pathway', 'complement activation, classical pathway', 'fatty acid metabolic process', 'inflammatory response', 'positive regulation of activation of membrane attack complex', 'positive regulation of angiogenesis', 'positive regulation of apoptotic cell clearance', 'positive regulation of developmental growth', 'positive regulation of ERK1 and ERK2 cascade', 'positive regulation of G protein-coupled receptor signaling pathway', 'positive regulation of glucose transmembrane transport', 'positive regulation of lipid storage', 'positive regulation of phagocytosis', 'positive regulation of phagocytosis, engulfment', 'positive regulation of protein phosphorylation', 'positive regulation of receptor-mediated endocytosis', 'positive regulation of type IIa hypersensitivity', 'positive regulation of vascular endothelial growth factor production', 'regulation of triglyceride biosynthetic process', 'response to bacterium']","['C5L2 anaphylatoxin chemotactic receptor binding', 'cofactor binding', 'endopeptidase inhibitor activity', 'lipid binding']","['Alternative complement activation', 'Activation of C3 and C5', 'Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell', 'Peptide ligand-binding receptors', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'G alpha (i) signalling events', 'Neutrophil degranulation', 'Post-translational protein phosphorylation', 'Regulation of Complement cascade']"
4569,Q61550|RAD21_MOUSE,72083,Double-strand-break repair protein rad21 homolog OS=Mus musculus GN=Rad21 PE=1 SV=3,46340100,100695000,80605000,38734000,45450000,54066000,60159000,468700000,70159000,59348000,54200000,"['apoptotic process', 'cell division', 'double-strand break repair', 'meiotic cell cycle', 'negative regulation of G2/M transition of mitotic cell cycle', 'negative regulation of mitotic metaphase/anaphase transition', 'positive regulation of sister chromatid cohesion', 'protein localization to chromatin', 'regulation of transcription by RNA polymerase II', 'sister chromatid cohesion']",['chromatin binding'],"['Separation of Sister Chromatids', 'Establishment of Sister Chromatid Cohesion', 'Cohesin Loading onto Chromatin', 'Resolution of Sister Chromatid Cohesion', 'SUMOylation of DNA damage response and repair proteins']"
4592,O08739|AMPD3_MOUSE,88652,AMP deaminase 3 OS=Mus musculus GN=Ampd3 PE=1 SV=2,19000000,25790000,20270000,16200000,8971000,9320000,34719000,176700000,38608000,59387000,24029000,"['ADP metabolic process', 'AMP metabolic process', 'ATP metabolic process', 'energy homeostasis', 'erythrocyte homeostasis', 'GTP metabolic process', 'IMP biosynthetic process', 'IMP salvage']","['AMP deaminase activity', 'metal ion binding']","['Neutrophil degranulation', 'Purine salvage']"
5861,Q8CIV8|TBCE_MOUSE,59086,Tubulin-specific chaperone E OS=Mus musculus GN=Tbce PE=1 SV=1,18122000,12259000,11030000,9940000,19850000,11310000,6350000,89300000,5471000,10210000,5680000,"['adult locomotory behavior', 'axonogenesis', 'developmental growth', 'microtubule cytoskeleton organization', 'mitotic spindle organization', 'muscle atrophy', 'peripheral nervous system neuron axonogenesis', 'post-chaperonin tubulin folding pathway', 'post-embryonic development', 'protein folding', 'tubulin complex assembly']",['unfolded protein binding'],[]
4262,Q8C2K5|RASL3_MOUSE,114782,RAS protein activator like-3 OS=Mus musculus GN=Rasal3 PE=1 SV=1,9790000,3530000,684000,4825000,2460000,4462000,8910000,126260000,8600000,10400000,7760000,"['negative regulation of Ras protein signal transduction', 'positive regulation of NK T cell proliferation', 'signal transduction']",['GTPase activator activity'],['Regulation of RAS by GAPs']
5916,O70172|PI42A_MOUSE,46152,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus GN=Pip4k2a PE=1 SV=1,37272000,65168000,46763000,34208000,40021000,31851000,36280000,327600000,40410000,40531000,32740000,"['megakaryocyte development', 'positive regulation of autophagosome assembly', 'regulation of autophagy']","['1-phosphatidylinositol-5-phosphate 4-kinase activity', 'ATP binding']","['Synthesis of PIPs at the plasma membrane', 'PI5P Regulates TP53 Acetylation', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'Synthesis of PIPs in the nucleus']"
4182,Q8K2C7|OS9_MOUSE,76108,Protein OS-9 OS=Mus musculus GN=Os9 PE=1 SV=2,27500000,36770000,39090000,17410000,22430000,36290000,37580000,324600000,35570000,37970000,32081000,"['negative regulation of retrograde protein transport, ER to cytosol', 'protein retention in ER lumen', 'protein targeting', 'protein ubiquitination', 'response to endoplasmic reticulum stress', 'retrograde protein transport, ER to cytosol', 'ubiquitin-dependent ERAD pathway', 'ubiquitin-dependent protein catabolic process']","['carbohydrate binding', 'protease binding']","['ABC-family proteins mediated transport', 'Hedgehog ligand biogenesis', 'ER Quality Control Compartment (ERQC)']"
7088,Q61206|PA1B2_MOUSE,25581,Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus GN=Pafah1b2 PE=1 SV=2,222080000,188570000,252010000,202390000,230900000,209770000,284640000,2897200000,273300000,319600000,252320000,"['brain development', 'lipid catabolic process', 'positive regulation of macroautophagy', 'spermatogenesis']","['1-alkyl-2-acetylglycerophosphocholine esterase activity', 'platelet-activating factor acetyltransferase activity', 'protein heterodimerization activity', 'protein homodimerization activity']","['Neutrophil degranulation', 'COPI-independent Golgi-to-ER retrograde traffic']"
5001,P36993|PPM1B_MOUSE,42795,Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1,5060000,1301000,5495000,1850000,1520000,2219000,1875000,61130000,1280000,1980000,1450000,"['N-terminal protein myristoylation', 'negative regulation of defense response to virus', 'negative regulation of I-kappaB kinase/NF-kappaB signaling', 'negative regulation of interferon-beta production', 'negative regulation of NIK/NF-kappaB signaling', 'peptidyl-threonine dephosphorylation', 'protein dephosphorylation']","['magnesium ion binding', 'magnesium-dependent protein serine/threonine phosphatase activity', 'manganese ion binding', 'protein serine/threonine phosphatase activity']",['ISG15 antiviral mechanism']
4439,Q8CHG3|GCC2_MOUSE,194443,GRIP and coiled-coil domain-containing protein 2 OS=Mus musculus GN=Gcc2 PE=1 SV=2,4880000,4100000,2878000,1440000,1680000,9900000,7470000,31200000,3680000,4030000,4206000,"['Golgi ribbon formation', 'late endosome to Golgi transport', 'microtubule anchoring', 'microtubule organizing center organization', 'protein localization to Golgi apparatus', 'protein targeting to lysosome', 'recycling endosome to Golgi transport', 'regulation of protein exit from endoplasmic reticulum', 'retrograde transport, endosome to Golgi']",['identical protein binding'],[]
6500,P48999|LOX5_MOUSE,77967,Arachidonate 5-lipoxygenase OS=Mus musculus GN=Alox5 PE=1 SV=3,32796000,27750000,47326000,36605000,34130000,43790000,25400000,449700000,32980000,47510000,40074000,"['acute inflammatory response', 'arachidonic acid metabolic process', 'inflammatory response', 'leukotriene biosynthetic process', 'leukotriene metabolic process', 'leukotriene production involved in inflammatory response', 'lipoxygenase pathway', 'positive regulation of vasoconstriction', 'sensory perception of pain']","['arachidonate 5-lipoxygenase activity', 'iron ion binding']","['Synthesis of 5-eicosatetraenoic acids', 'Synthesis of Leukotrienes (LT) and Eoxins (EX)', 'Synthesis of Lipoxins (LX)', 'Neutrophil degranulation', 'Biosynthesis of E-series 18(S)-resolvins']"
10497,P24668|MPRD_MOUSE,31172,Cation-dependent mannose-6-phosphate receptor OS=Mus musculus GN=M6pr PE=1 SV=1,179590000,256299000,257700000,210700000,217500000,267930000,267000000,2106000000,270100000,334700000,340300000,"['intracellular protein transport', 'lysosomal transport', 'protein targeting to lysosome', 'secretion of lysosomal enzymes']","['mannose binding', 'protein domain specific binding', 'retromer complex binding']","['Lysosome Vesicle Biogenesis', 'Retrograde transport at the Trans-Golgi-Network', 'Cargo recognition for clathrin-mediated endocytosis', 'Clathrin-mediated endocytosis']"
4546,Q8CB77|ELOA1_MOUSE,87161,Elongin-A OS=Mus musculus GN=Eloa PE=1 SV=3,20632000,9411000,14300000,1833000,7380000,2920000,4540000,210710000,12000000,4060000,2600000,"['regulation of transcription by RNA polymerase II', 'transcription elongation from RNA polymerase II promoter']",[],"['Formation of RNA Pol II elongation complex', 'RNA Polymerase II Pre-transcription Events', 'TP53 Regulates Transcription of DNA Repair Genes', 'RNA Polymerase II Transcription Elongation']"
4095,P54310|LIPS_MOUSE,83348,Hormone-sensitive lipase OS=Mus musculus GN=Lipe PE=1 SV=2,29206000,31296000,33901000,30570000,28846000,46320000,50102000,319200000,33944000,69527000,42080000,"['cholesterol metabolic process', 'diacylglycerol catabolic process', 'lipid catabolic process', 'long-chain fatty acid catabolic process', 'termination of RNA polymerase I transcription', 'transcription initiation from RNA polymerase I promoter', 'triglyceride catabolic process']","['acylglycerol lipase activity', 'hormone-sensitive lipase activity', 'hydrolase activity, acting on ester bonds', 'protein kinase binding', 'rRNA primary transcript binding', 'serine hydrolase activity', 'triglyceride lipase activity']",[]
5624,Q60634|FLOT2_MOUSE,47038,Flotillin-2 OS=Mus musculus GN=Flot2 PE=1 SV=2,1709000,4130000,5200000,1330000,4910000,7490000,1470000,12900000,1850000,5550000,1250000,"['anterograde dendritic transport', 'cell adhesion', 'membrane raft assembly', 'negative regulation of amyloid precursor protein catabolic process', 'negative regulation of gene expression', 'positive regulation of establishment of T cell polarity', 'positive regulation of NF-kappaB transcription factor activity', 'protein localization to plasma membrane', 'protein localization to plasma membrane raft', 'protein stabilization', 'regulation of myoblast differentiation', 'regulation of postsynaptic membrane neurotransmitter receptor levels']","['ionotropic glutamate receptor binding', 'protease binding', 'protein heterodimerization activity']",['Synaptic adhesion-like molecules']
4115,O70439|STX7_MOUSE,29821,Syntaxin-7 OS=Mus musculus GN=Stx7 PE=1 SV=3,62293100,68200000,78820000,64300000,86500000,67477000,113400000,938000000,100500000,114307000,90400000,"['intracellular protein transport', 'organelle assembly', 'organelle localization', 'positive regulation of receptor localization to synapse', 'positive regulation of T cell mediated cytotoxicity', 'regulation of protein localization to plasma membrane', 'vesicle docking', 'vesicle fusion']","['chloride channel inhibitor activity', 'protein-containing complex binding', 'SNAP receptor activity', 'SNARE binding', 'syntaxin binding']",[]
8159,P60867|RS20_MOUSE,13373,40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1,1346710000,1920013000,1659577000,1301650000,1518955000,1577800000,1572820000,16845700000,1728200000,2250580000,1375120000,['translation'],"['RNA binding', 'structural constituent of ribosome']","['L13a-mediated translational silencing of Ceruloplasmin expression', 'Major pathway of rRNA processing in the nucleolus and cytosol', 'Translation initiation complex formation', 'Formation of a pool of free 40S subunits', 'Formation of the ternary complex, and subsequently, the 43S complex', 'Ribosomal scanning and start codon recognition']"
6216,P50171|DHB8_MOUSE,26588,Estradiol 17-beta-dehydrogenase 8 OS=Mus musculus GN=Hsd17b8 PE=1 SV=2,12110000,14040000,13159000,16353000,11435000,21302000,12407000,183900000,12893000,13360000,16888000,"['androgen metabolic process', 'estrogen biosynthetic process', 'estrogen metabolic process', 'fatty acid biosynthetic process', 'oxidation-reduction process', 'protein heterotetramerization']","['3-hydroxyacyl-CoA dehydrogenase activity', '3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity', 'estradiol 17-beta-dehydrogenase activity', 'NADH binding', 'testosterone dehydrogenase (NAD+) activity']",['Fatty acyl-CoA biosynthesis']
5545,O55023|IMPA1_MOUSE,30436,Inositol monophosphatase 1 OS=Mus musculus GN=Impa1 PE=1 SV=1,265000000,350100000,314000000,240600000,263800000,349900000,280300000,3065000000,389000000,265300000,328300000,"['inositol biosynthetic process', 'inositol metabolic process', 'inositol phosphate dephosphorylation', 'phosphate-containing compound metabolic process', 'phosphatidylinositol biosynthetic process', 'phosphatidylinositol phosphorylation', 'signal transduction']","['identical protein binding', 'inositol monophosphate 1-phosphatase activity', 'inositol monophosphate 3-phosphatase activity', 'inositol monophosphate 4-phosphatase activity', 'inositol monophosphate phosphatase activity', 'lithium ion binding', 'magnesium ion binding', 'manganese ion binding', 'protein homodimerization activity']",[]
3928,Q6P6L0|FIL1L_MOUSE,129772,Filamin A-interacting protein 1-like OS=Mus musculus GN=Filip1l PE=1 SV=2,11590000,19089000,28060000,11474000,7588000,9070000,15145000,118390000,10140000,12402000,9455000,[],[],[]
12887,P62627|DLRB1_MOUSE,10990,Dynein light chain roadblock-type 1 OS=Mus musculus GN=Dynlrb1 PE=1 SV=3,179100000,187750000,226200000,195670000,229000000,233090000,275700000,2559300000,238300000,296070000,238580000,"['microtubule-based movement', 'visual behavior']","['dynein intermediate chain binding', 'identical protein binding', 'motor activity']",['Intraflagellar transport']
5344,Q9WTR1|TRPV2_MOUSE,85965,Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus GN=Trpv2 PE=1 SV=2,45230000,43694000,54770000,38170000,34690000,33970000,35520000,474100000,33960000,51390000,38350000,"['negative regulation of cell population proliferation', 'positive regulation of axon extension', 'positive regulation of calcium ion import', 'positive regulation of cold-induced thermogenesis', 'response to heat', 'response to temperature stimulus']","['calcium channel activity', 'cation channel activity', 'identical protein binding', 'ion channel activity']",['TRP channels']
4593,Q3UMY5|EMAL4_MOUSE,110027,Echinoderm microtubule-associated protein-like 4 OS=Mus musculus GN=Eml4 PE=1 SV=1,44650000,38450000,43340000,35930000,38200000,42291000,39820000,475300000,33410000,42450000,30373000,"['microtubule cytoskeleton organization', 'negative regulation of microtubule depolymerization']",['microtubule binding'],[]
4396,Q9R0T8|IKKE_MOUSE,80953,Inhibitor of nuclear factor kappa-B kinase subunit epsilon OS=Mus musculus GN=Ikbke PE=1 SV=2,21517000,18427000,27560000,15988000,23610000,13660000,15820000,178040000,11207000,12760000,9766000,"['cellular response to virus', 'intrinsic apoptotic signaling pathway in response to DNA damage', 'peptidyl-serine phosphorylation', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'positive regulation of lipid storage', 'positive regulation of type I interferon-mediated signaling pathway', 'protein homooligomerization', 'protein phosphorylation', 'response to interferon-beta', 'response to type I interferon']","['ATP binding', 'IkappaB kinase activity', 'K48-linked polyubiquitin modification-dependent protein binding', 'NF-kappaB-inducing kinase activity', 'protein serine/threonine kinase activity', 'ubiquitin protein ligase binding']","['SUMOylation of immune response proteins', 'Negative regulators of DDX58/IFIH1 signaling', 'Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon']"
5463,Q3ULD5|MCCB_MOUSE,61379,Methylcrotonoyl-CoA carboxylase beta chain  mitochondrial OS=Mus musculus GN=Mccc2 PE=1 SV=1,10170000,12760000,5370000,6940000,2330000,14900000,4980000,154400000,12320000,14560000,9090000,"['coenzyme A metabolic process', 'leucine catabolic process']","['ATP binding', 'methylcrotonoyl-CoA carboxylase activity']","['Biotin transport and metabolism', 'Branched-chain amino acid catabolism']"
8162,Q80VJ2|SRA1_MOUSE,25557,Steroid receptor RNA activator 1 OS=Mus musculus GN=Sra1 PE=1 SV=3,47961000,63635000,41538000,17950000,36820000,40574000,54795000,624600000,51100000,55300000,46350000,"['apoptotic process', 'cell differentiation', 'cell population proliferation', 'cellular response to estrogen stimulus', 'negative regulation of myoblast differentiation', 'positive regulation of transcription by RNA polymerase II', 'regulation of apoptotic process', 'regulation of transcription by RNA polymerase II']","['DNA binding', 'nuclear receptor binding', 'nuclear receptor transcription coactivator activity', 'steroid receptor RNA activator RNA binding', 'transcription coactivator activity', 'transcription coregulator activity']",[]
4795,P49443|PPM1A_MOUSE,42433,Protein phosphatase 1A OS=Mus musculus GN=Ppm1a PE=1 SV=1,0,0,2090000,0,0,0,0,0,1300000,1670000,0,"['cellular response to transforming growth factor beta stimulus', 'dephosphorylation', 'N-terminal protein myristoylation', 'negative regulation of BMP signaling pathway', 'negative regulation of I-kappaB kinase/NF-kappaB signaling', 'negative regulation of NIK/NF-kappaB signaling', 'negative regulation of SMAD protein complex assembly', 'negative regulation of transforming growth factor beta receptor signaling pathway', 'peptidyl-threonine dephosphorylation', 'positive regulation of canonical Wnt signaling pathway', 'positive regulation of protein export from nucleus', 'positive regulation of transcription, DNA-templated', 'protein dephosphorylation']","['calmodulin-dependent protein phosphatase activity', 'ion channel binding', 'magnesium ion binding', 'magnesium-dependent protein serine/threonine phosphatase activity', 'manganese ion binding', 'phosphoprotein phosphatase activity', 'protein C-terminus binding', 'protein serine/threonine phosphatase activity', 'R-SMAD binding']","['Downregulation of SMAD2/3:SMAD4 transcriptional activity', 'Energy dependent regulation of mTOR by LKB1-AMPK']"
5955,Q8K2Q7|BROX_MOUSE,46202,BRO1 domain-containing protein BROX OS=Mus musculus GN=Brox PE=1 SV=1,26666000,36080000,51676000,36675000,43613000,48591000,42530000,219600000,43461000,34337000,10964000,[],[],[]
10366,O35609|SCAM3_MOUSE,38458,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=3,15220000,22830000,23879000,23164000,20608000,28244000,36900000,184490000,19860000,24840000,12640000,"['intracellular protein transport', 'protein transport', 'response to organic substance', 'response to retinoic acid']",['ubiquitin protein ligase binding'],[]
4420,P57080|UBP25_MOUSE,121420,Ubiquitin carboxyl-terminal hydrolase 25 OS=Mus musculus GN=Usp25 PE=1 SV=2,32100000,42670000,74860000,54730000,43440000,31000000,59060000,552500000,64990000,48140000,57600000,"['negative regulation of ERAD pathway', 'protein deubiquitination', 'protein K48-linked deubiquitination', 'protein K63-linked deubiquitination', 'regulation of protein stability', 'ubiquitin-dependent protein catabolic process']","['ATPase binding', 'cysteine-type endopeptidase activity', 'thiol-dependent ubiquitin-specific protease activity', 'ubiquitin protein ligase binding']",['Ub-specific processing proteases']
4576,Q99JX7|NXF1_MOUSE,70300,Nuclear RNA export factor 1 OS=Mus musculus GN=Nxf1 PE=1 SV=3,22322000,8059000,6367000,8969000,14536000,5559000,7716000,115670000,15850000,9084000,4867000,"['mRNA export from nucleus', 'poly(A)+ mRNA export from nucleus', 'RNA export from nucleus']","['mRNA binding', 'RNA binding']",['Transport of Mature mRNA derived from an Intron-Containing Transcript']
4022,Q9JI10|STK3_MOUSE,56855,Serine/threonine-protein kinase 3 OS=Mus musculus GN=Stk3 PE=1 SV=1,2940000,5250000,5130000,3260000,0,0,9300000,54900000,7370000,9390000,8130000,"['activation of protein kinase activity', 'cell differentiation involved in embryonic placenta development', 'central nervous system development', 'endocardium development', 'hepatocyte apoptotic process', 'hippo signaling', 'intracellular signal transduction', 'negative regulation of canonical Wnt signaling pathway', 'negative regulation of cell population proliferation', 'negative regulation of organ growth', 'neural tube formation', 'positive regulation of apoptotic process', 'positive regulation of DNA-binding transcription factor activity', 'positive regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'positive regulation of fat cell differentiation', 'positive regulation of JNK cascade', 'positive regulation of protein binding', 'positive regulation of protein kinase B signaling', 'primitive hemopoiesis', 'protein phosphorylation', 'protein stabilization', 'regulation of cell differentiation involved in embryonic placenta development', 'signal transduction by protein phosphorylation', 'stress-activated protein kinase signaling cascade']","['ATP binding', 'identical protein binding', 'magnesium ion binding', 'protein dimerization activity', 'protein kinase activity', 'protein serine/threonine kinase activity']",['Signaling by Hippo']
5122,Q60749|KHDR1_MOUSE,48371,KH domain-containing  RNA-binding  signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2,104300000,158100000,167530000,115630000,129620000,105970000,134300000,1744100000,163100000,147700000,77000000,"['cell cycle', 'cell surface receptor signaling pathway', 'mRNA processing', 'negative regulation of transcription, DNA-templated', 'positive regulation of RNA export from nucleus', 'positive regulation of translational initiation', 'protein complex oligomerization', 'regulation of alternative mRNA splicing, via spliceosome', 'regulation of mRNA splicing, via spliceosome', 'regulation of RNA export from nucleus', 'spermatogenesis']","['identical protein binding', 'poly(A) binding', 'poly(U) RNA binding', 'protein domain specific binding', 'protein-containing complex binding', 'RNA binding', 'SH3 domain binding', 'SH3/SH2 adaptor activity']",['PTK6 Regulates Proteins Involved in RNA Processing']
5165,Q60960|IMA5_MOUSE,60183,Importin subunit alpha-5 OS=Mus musculus GN=Kpna1 PE=1 SV=2,25406000,34250000,22060000,4000000,5930000,22956000,25920000,189000000,37100000,25200000,17300000,"['NLS-bearing protein import into nucleus', 'postsynapse to nucleus signaling pathway']","['nuclear import signal receptor activity', 'nuclear localization sequence binding', 'protein transporter activity']",['Activation of DNA fragmentation factor']
3831,Q9WVL2|STAT2_MOUSE,105417,Signal transducer and activator of transcription 2 OS=Mus musculus GN=Stat2 PE=1 SV=1,14240000,23630000,20370000,15450000,16500000,22467000,15929000,195500000,34140000,39840000,31440000,"['defense response to virus', 'regulation of mitochondrial fission', 'regulation of protein phosphorylation', 'type I interferon signaling pathway']","['DNA binding', 'DNA-binding transcription factor activity', 'identical protein binding', 'ubiquitin-like protein ligase binding']",[]
11144,P62911|RL32_MOUSE,15860,60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=1 SV=2,246540000,314750000,276770000,254832000,286096000,275616000,208170000,3440390000,316510000,342010000,208340000,['translation'],['structural constituent of ribosome'],[]
5799,P59108|CPNE2_MOUSE,61036,Copine-2 OS=Mus musculus GN=Cpne2 PE=1 SV=1,76247000,86861000,71928000,68003000,76300000,82569000,82799000,917910000,95649000,90899000,58265000,['cellular response to calcium ion'],['calcium-dependent phospholipid binding'],[]
3629,Q9EPU4|CPSF1_MOUSE,160818,Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus GN=Cpsf1 PE=1 SV=1,10064000,7776000,18947000,10138000,19033000,18640000,19420000,247900000,13856000,15640000,14740000,['mRNA polyadenylation'],"['enzyme binding', ""mRNA 3'-UTR AU-rich region binding""]","['Cleavage of Growing Transcript in the Termination Region', 'mRNA Splicing - Major Pathway', ""mRNA 3'-end processing"", 'Processing of Intronless Pre-mRNAs']"
5947,A2AF47|DOC11_MOUSE,237769,Dedicator of cytokinesis protein 11 OS=Mus musculus GN=Dock11 PE=1 SV=1,3370000,10763000,13890000,12310000,1230000,0,2690000,0,0,0,0,"['B cell homeostasis', 'marginal zone B cell differentiation', 'positive regulation of filopodium assembly', 'positive regulation of GTPase activity', 'small GTPase mediated signal transduction']","['guanyl-nucleotide exchange factor activity', 'Rho GTPase binding', 'Rho guanyl-nucleotide exchange factor activity']",['Factors involved in megakaryocyte development and platelet production']
6861,Q8BLF1|NCEH1_MOUSE,45740,Neutral cholesterol ester hydrolase 1 OS=Mus musculus GN=Nceh1 PE=1 SV=1,107800000,94410000,121400000,119430000,105150000,92840000,99850000,1274100000,121850000,140810000,118750000,"['lipid catabolic process', 'protein dephosphorylation', 'SMAD protein signal transduction', 'xenobiotic metabolic process']","['carboxylic ester hydrolase activity', 'phosphate ion binding', 'serine hydrolase activity']",['LDL clearance']
5811,P48410|ABCD1_MOUSE,81859,ATP-binding cassette sub-family D member 1 OS=Mus musculus GN=Abcd1 PE=1 SV=1,29230000,38310000,39402000,33975000,33349000,18091000,33764000,305000000,35226000,37013000,27850000,"['fatty acid beta-oxidation', 'fatty acid elongation', 'fatty acid homeostasis', 'long-chain fatty acid catabolic process', 'long-chain fatty acid import into peroxisome', 'myelin maintenance', 'negative regulation of cytokine production involved in inflammatory response', 'negative regulation of reactive oxygen species biosynthetic process', 'neuron projection maintenance', 'peroxisome organization', 'positive regulation of fatty acid beta-oxidation', 'positive regulation of unsaturated fatty acid biosynthetic process', 'regulation of cellular response to oxidative stress', 'regulation of fatty acid beta-oxidation', 'regulation of mitochondrial depolarization', 'regulation of oxidative phosphorylation', 'sterol homeostasis', 'very long-chain fatty acid catabolic process', 'very long-chain fatty acid metabolic process', 'very long-chain fatty-acyl-CoA catabolic process']","['ADP binding', 'ATP binding', 'ATPase activity', 'ATPase activity, coupled to transmembrane movement of substances', 'enzyme binding', 'fatty-acyl-CoA transmembrane transporter activity', 'identical protein binding', 'long-chain fatty acid transporter activity', 'protein homodimerization activity']","['ABC transporters in lipid homeostasis', 'alpha-linolenic acid (ALA) metabolism', 'Beta-oxidation of very long chain fatty acids']"
5687,Q8C6G8|WDR26_MOUSE,70544,WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=1 SV=3,64530000,64680000,63500000,57840000,78800000,51027000,57550000,669300000,23480000,30815000,14558000,[],[],[]
5842,Q6NZB0|DNJC8_MOUSE,29813,DnaJ homolog subfamily C member 8 OS=Mus musculus GN=Dnajc8 PE=1 SV=2,64770000,52910000,79960000,69290000,46000000,68880000,47580000,650100000,95470000,73250000,70430000,[],['Hsp70 protein binding'],['mRNA Splicing - Major Pathway']
